station_co,site_name,latitude,longitude,state,rivname,basin_name
GJSW0072,Vanaj dam,23.984944,73.299111,GUJRAT,,
Vanod,Vanod,23.43166667,71.92472222,GUJRAT,,
Vansda,Vansda,20.74833333,73.39388889,GUJRAT,,
Vanthali,Vanthali,21.47694444,70.33416667,GUJRAT,,
Varahi,Varahi,23.79305556,71.44166667,GUJRAT,,
VAROD,VAROD,23.09777778,74.13416667,GUJRAT,,
GJSW0067,Vartu dam,22.013621,69.814883,GUJRAT,,
GJSW0108,Vartu dam,22.021877,69.809811,GUJRAT,,
Vartu-I,Vartu-I,22.01,69.78,GUJRAT,,
GJSW0026,Vartu-II,21.922535,69.704984,GUJRAT,,
VASAD,VASAD,22.46083333,73.08388889,GUJRAT,,
Vasavad,Vasavad,21.82888889,71.02055556,GUJRAT,,
GJSW0011,Veda,23.407691,72.54829,GUJRAT,,
Vedmati,Vedmati,22.25777778,69.38388889,GUJRAT,,
VEGANPUR,VEGANPUR,22.77916667,73.55,GUJRAT,,
Vegdi,Vegdi,21.79611111,70.47944444,GUJRAT,,
Venu-II,Venu-II,21.82944444,70.15527778,GUJRAT,,
GJSW0053,Venu-II (Nagvadar),21.785978,70.173618,GUJRAT,,
Veri,Veri,22,70.80472222,GUJRAT,,
GJSW0045,Ver-II,21.392567,73.385818,GUJRAT,,
Vinchhiya,Vinchhiya,22.21111111,71.38083333,GUJRAT,,
Viramgam,Viramgam,23.12222222,72.04722222,GUJRAT,,
Virpur,Virpur,23.78333333,72.94166667,GUJRAT,,
Visavadar,Visavadar,21.34027778,70.75,GUJRAT,,
Volva Dam,Volva (Mazam Dam),23.48111111,73.32805556,GUJRAT,,
Volva,Volva (Mazam Dam),23.48111111,73.32805556,GUJRAT,,
GJSW0076,Volvo,23.483157,73.354603,GUJRAT,,
VORA,VORA,22.06388889,73.59111111,GUJRAT,,
GJSW0064,Vrajmi,21.150262,70.402749,GUJRAT,,
Vyara,Vyara,21.0925,73.38111111,GUJRAT,,
WADALA TANK,WADALA TANK,22.47194444,73.33861111,GUJRAT,,
Wadhwan,Wadhwan,22.70888889,71.67472222,GUJRAT,,
Wagdod,Wagdod,23.98777778,72.15416667,GUJRAT,,
WANAK BORI,WANAK BORI DAM,22.81666667,73.35,GUJRAT,,
WANDH,WANDH,23.2925,70.40111111,GUJRAT,,
GJSW0040,Wankleshwar Bhey,22.700814,73.986243,GUJRAT,,
Warna,Warna,22.5,72.40277778,GUJRAT,,
Wav,Wav,24.36527778,71.525,GUJRAT,,
W.Bhogavo-I,W.Bhogavo-I,22.68388889,71.48277778,GUJRAT,,
W.Bhogavo-II,W.Bhogavo-II,22.7225,71.60416667,GUJRAT,,
ZAGHADIA,ZAGHADIA,21.71055556,73.16055556,GUJRAT,,
ZALOD,ZALOD,23.09972222,74.13916667,GUJRAT,,
Zankhari,Zankhari,21.02694444,73.51361111,GUJRAT,,
Zankhvav,Zankhvav,21.45,73.32,GUJRAT,,
Zerda,Zerda,24.36944444,72.05638889,GUJRAT,,
AD-003,AD-003,23.17861111,72.84111111,GUJRAT,,
AD-04B,AD-04B,22.37222222,71.93861111,GUJRAT,,
AD-05A,AD-05A,22.345,71.72138889,GUJRAT,,
AD-06,AD-06,22.26388889,71.80055556,GUJRAT,,
AD-14,AD-14,22.82083333,72.31833333,GUJRAT,,
AD-25A,AD-25A,23.04694444,72.26527778,GUJRAT,,
AMR-001,AMR-001,20.80666667,70.69111111,GUJRAT,,
AMR-002,AMR-002,20.85472222,70.66277778,GUJRAT,,
AMR-003,AMR-003,20.90222222,70.72611111,GUJRAT,,
AMR-004,AMR-004,20.86222222,70.75833333,GUJRAT,,
AMR-005,AMR-005,20.89416667,70.84861111,GUJRAT,,
AMR-006,AMR-006,20.80111111,70.80861111,GUJRAT,,
AMR-007,AMR-007,20.75055556,70.75138889,GUJRAT,,
AMR-008,AMR-008,20.71944444,70.82416667,GUJRAT,,
AMR-009,AMR-009,21.685,70.82083333,GUJRAT,,
AMR-011,AMR-011,21.68333333,70.93861111,GUJRAT,,
AMR-012,AMR-012,21.63611111,70.98055556,GUJRAT,,
AMR-013,AMR-013,21.62833333,70.87555556,GUJRAT,,
AMR-014,AMR-014,21.56111111,70.95,GUJRAT,,
AMR-015,AMR-015,21.47694444,70.96083333,GUJRAT,,
AMR-016,AMR-016,21.47444444,70.84361111,GUJRAT,,
AMR-017A,AMR-017A,21.40388889,70.96027778,GUJRAT,,
AMR-018,AMR-018,21.24111111,70.92472222,GUJRAT,,
AMR-019,AMR-019,21.33111111,71.03555556,GUJRAT,,
AMR-020,AMR-020,21.43083333,71.06722222,GUJRAT,,
AMR-021,AMR-021,21.42555556,71.16444444,GUJRAT,,
AMR-022,AMR-022,21.37694444,71.23861111,GUJRAT,,
AMR-023,AMR-023,21.37444444,71.11194444,GUJRAT,,
AMR-024,AMR-024,21.32888889,71.19777778,GUJRAT,,
AMR-025,AMR-025,21.28361111,71.10138889,GUJRAT,,
AMR-026,AMR-026,21.25,71.14361111,GUJRAT,,
AMR-027,AMR-027,21.23333333,71.08333333,GUJRAT,,
AMR-028,AMR-028,21.15916667,71.05611111,GUJRAT,,
AMR-029,AMR-029,21.03222222,71.17555556,GUJRAT,,
AMR-030,AMR-030,21.12555556,71.19416667,GUJRAT,,
AMR-031,AMR-031,21.14666667,71.23777778,GUJRAT,,
AMR-032,AMR-032,21.22694444,71.2025,GUJRAT,,
AMR-033,AMR-033,21.24305556,71.22055556,GUJRAT,,
AMR-035,AMR-035,21.53,71.04916667,GUJRAT,,
AMR-036A,AMR-036A,21.51722222,71.14861111,GUJRAT,,
AMR-037,AMR-037,21.64527778,71.10611111,GUJRAT,,
AMR-038,AMR-038,21.63083333,71.22194444,GUJRAT,,
AMR-043,AMR-043,21.67666667,71.23166667,GUJRAT,,
AMR-044,AMR-044,21.74777778,71.215,GUJRAT,,
AMR-045,AMR-045,21.79861111,71.26722222,GUJRAT,,
AMR-046,AMR-046,21.81083333,71.12416667,GUJRAT,,
AMR-047,AMR-047,21.83833333,71.22222222,GUJRAT,,
AMR-048,AMR-048,21.85527778,71.2875,GUJRAT,,
AMR-050,AMR-050,21.935,71.36305556,GUJRAT,,
AMR-052,AMR-052,21.76138889,71.51444444,GUJRAT,,
AMR-053,AMR-053,21.72583333,71.385,GUJRAT,,
AMR-055,AMR-055,21.63888889,71.3925,GUJRAT,,
AMR-056,AMR-056,21.59472222,71.51388889,GUJRAT,,
AMR-057,AMR-057,21.57111111,71.42777778,GUJRAT,,
AMR-060,AMR-060,21.50944444,71.31527778,GUJRAT,,
AMR-061,AMR-061,21.47166667,71.4525,GUJRAT,,
AMR-062,AMR-062,21.12527778,71.45583333,GUJRAT,,
AMR-065,AMR-065,21.01583333,71.48111111,GUJRAT,,
AMR-066,AMR-066,21.04,71.4875,GUJRAT,,
AMR-067,AMR-067,21.02138889,71.58416667,GUJRAT,,
AMR-068,AMR-068,21.01111111,71.43194444,GUJRAT,,
AMR-069,AMR-069,20.97555556,71.49861111,GUJRAT,,
AMR-070,AMR-070,21.01055556,71.33194444,GUJRAT,,
AMR-071,AMR-071,20.99666667,71.29666667,GUJRAT,,
AMR-072,AMR-072,21.04777778,71.2825,GUJRAT,,
AMR-074,AMR-074,20.9225,71.34083333,GUJRAT,,
AMR-075,AMR-075,20.86805556,71.35861111,GUJRAT,,
AMR-076A,AMR-076A,20.88583333,71.19611111,GUJRAT,,
AMR-077,AMR-077,20.83472222,71.24861111,GUJRAT,,
AMR-PZ-12,AMR-PZ-12,21.00888889,71.15638889,GUJRAT,,
AMR-PZ-16,AMR-PZ-16,21.35416667,71.31166667,GUJRAT,,
AMR-PZ-25,AMR-PZ-25,21.22333333,71.20166667,GUJRAT,,
BD-03,BD-03,22.30138889,73.25166667,GUJRAT,,
BD-04,BD-04,22.39194444,73.26138889,GUJRAT,,
BD-05,BD-05,22.38888889,73.14861111,GUJRAT,,
BD-06,BD-06,22.42305556,73.17,GUJRAT,,
BD-09,BD-09,22.31333333,74.01333333,GUJRAT,,
BD-10,BD-10,22.37166667,74.09166667,GUJRAT,,
BD-11,BD-11,22.14166667,74.05138889,GUJRAT,,
BD-12,BD-12,22.37138889,74.21083333,GUJRAT,,
BD-14,BD-14,22.53333333,73.95833333,GUJRAT,,
BD-15,BD-15,22.08111111,73.90305556,GUJRAT,,
BD-16,BD-16,22.08055556,74.105,GUJRAT,,
BD-18,BD-18,22.02222222,74.05694444,GUJRAT,,
BD-19,BD-19,22.44,73.95138889,GUJRAT,,
BD-22,BD-22,22.10805556,73.29833333,GUJRAT,,
BD-23,BD-23,22.10138889,73.44555556,GUJRAT,,
BD-25,BD-25,22.08777778,73.38416667,GUJRAT,,
BD-26,BD-26,21.99388889,73.93305556,GUJRAT,,
BD-27,BD-27,21.97777778,73.86,GUJRAT,,
BD-31,BD-31,21.99833333,73.69444444,GUJRAT,,
BD-33,BD-33,22.20722222,73.13166667,GUJRAT,,
BD-34,BD-34,22.14666667,72.89333333,GUJRAT,,
BD-36,BD-36,22.47333333,73.82222222,GUJRAT,,
BD-38,BD-38,22.40916667,73.87,GUJRAT,,
BD-39,BD-39,22.28888889,73.78861111,GUJRAT,,
BD-40,BD-40,22.22361111,73.8675,GUJRAT,,
BD-45,BD-45,22.26611111,73.71444444,GUJRAT,,
BD-48,BD-48,22.44527778,73.1925,GUJRAT,,
BD-49A,BD-49A,22.52166667,73.39666667,GUJRAT,,
BD-51,BD-51,22.77694444,73.385,GUJRAT,,
BD-52,BD-52,22.57777778,73.22333333,GUJRAT,,
BD-53,BD-53,22.48083333,73.19944444,GUJRAT,,
BD-55,BD-55,21.915,73.325,GUJRAT,,
BD-58,BD-58,22.04527778,73.61194444,GUJRAT,,
BD-61,BD-61,22.43777778,73.33805556,GUJRAT,,
BD-63,BD-63,22.28194444,73.53472222,GUJRAT,,
BD-64B,BD-64B,22.30444444,73.39027778,GUJRAT,,
BK-004,BK-004,24.00527778,72.62,GUJRAT,,
BK-005,BK-005,24.02583333,72.63055556,GUJRAT,,
BK-015,BK-015,24.40472222,72.64111111,GUJRAT,,
BK-019,BK-019,24.26027778,72.46972222,GUJRAT,,
BK-023,BK-023,24.34,72.54444444,GUJRAT,,
BK-048,BK-048,24.27194444,72.98,GUJRAT,,
BK-049,BK-049,24.22333333,72.95916667,GUJRAT,,
BK-050A,BK-050A,24.09333333,72.8925,GUJRAT,,
BK-051,BK-051,24.18833333,72.76527778,GUJRAT,,
BK-052,BK-052,24.15444444,72.87583333,GUJRAT,,
BK-053,BK-053,24.33305556,72.82388889,GUJRAT,,
BK-054A,BK-054A,24.31027778,72.76638889,GUJRAT,,
BK-055,BK-055,24.14611111,72.68833333,GUJRAT,,
BK-066,BK-066,24.65944444,71.76138889,GUJRAT,,
BK-105,BK-105,24.55611111,72.35083333,RAJASTHAN,,
BK-107,BK-107,24.14138889,72.90833333,GUJRAT,,
BK-109,BK-109,24.41611111,72.55361111,GUJRAT,,
BK-110,BK-110,24.21083333,72.75027778,GUJRAT,,
BK-111,BK-111,24.24027778,72.79333333,GUJRAT,,
BK-112,BK-112,24.24611111,72.54694444,GUJRAT,,
BK-113,BK-113,24.23138889,72.6175,GUJRAT,,
BKPZ-048,BKPZ-048,24.41277778,71.92944444,GUJRAT,,
BKPZ-049,BKPZ-049,24.41277778,71.92944444,GUJRAT,,
BKPZ-056,BKPZ-056,24.10611111,71.77527778,GUJRAT,,
BKPZ-059,BKPZ-059,24.58166667,72.20194444,GUJRAT,,
BKPZ-061,BKPZ-061,24.65444444,71.87722222,GUJRAT,,
BKPZ-064,BKPZ-064,24.27,72.47916667,GUJRAT,,
BKPZ-067,BKPZ-067,24.11166667,72.25416667,GUJRAT,,
BKPZ-068,BKPZ-068,24.11166667,72.25416667,GUJRAT,,
BKPZ-069,BKPZ-069,24.11166667,72.25416667,GUJRAT,,
BKPZ-073,BKPZ-073,24.47916667,71.70027778,GUJRAT,,
BKPZ-074,BKPZ-074,23.95888889,72.58138889,GUJRAT,,
BKPZ-075,BKPZ-075,24.07138889,72.60972222,GUJRAT,,
BKPZ-076,BKPZ-076,24.04333333,72.34277778,GUJRAT,,
BKPZ-077,BKPZ-077,24.04333333,72.34277778,GUJRAT,,
BKPZ-080,BKPZ-080,24.14083333,72.52972222,GUJRAT,,
BKPZ-082,BKPZ-082,24.14666667,72.65472222,GUJRAT,,
BKPZ-083,BKPZ-083,24.07833333,72.48972222,GUJRAT,,
BKPZ-084,BKPZ-084,24.28805556,72.17027778,GUJRAT,,
BKPZ-085,BKPZ-085,24.28805556,72.17027778,GUJRAT,,
BKPZ-086,BKPZ-086,24.28805556,72.17027778,GUJRAT,,
BKPZ-091,BKPZ-091,24.12972222,72.17166667,GUJRAT,,
BKPZ-093,BKPZ-093,24.48944444,72.18305556,GUJRAT,,
BKPZ-094,BKPZ-094,23.89166667,71.8575,GUJRAT,,
BKPZ-097,BKPZ-097,23.9925,71.82666667,GUJRAT,,
BKPZ-098,BKPZ-098,23.98972222,71.82722222,GUJRAT,,
BKPZ-099,BKPZ-099,24.41222222,71.81611111,GUJRAT,,
BKPZ-100,BKPZ-100,24.52388889,71.85944444,GUJRAT,,
BKPZ-101,BKPZ-101,24.52444444,71.85805556,GUJRAT,,
BKPZ-102,BKPZ-102,24.40666667,71.68777778,GUJRAT,,
BKPZ-104,BKPZ-104,24.30722222,71.78027778,GUJRAT,,
BLS-01A,BLS-01A,20.75555556,73.36111111,GUJRAT,,
BLS-02,BLS-02,20.61611111,73.29777778,GUJRAT,,
BLS-03A,BLS-03A,20.78916667,73.27555556,GUJRAT,,
BLS-04,BLS-04,20.83666667,73.34805556,GUJRAT,,
BLS-05A,BLS-05A,20.55277778,73.06888889,GUJRAT,,
BLS-06,BLS-06,20.61444444,72.92027778,GUJRAT,,
BLS-07,BLS-07,20.665,72.92805556,GUJRAT,,
BLS-08A,BLS-08A,20.58972222,72.99194444,GUJRAT,,
BLS-09,BLS-09,20.62388889,73.00416667,GUJRAT,,
BLS-10,BLS-10,20.60444444,72.92083333,GUJRAT,,
BLS-11A,BLS-11A,20.53388889,73.04166667,GUJRAT,,
BLS-12,BLS-12,20.56,72.94611111,GUJRAT,,
BLS-13A,BLS-13A,20.54555556,73.11888889,GUJRAT,,
BLS-14A,BLS-14A,20.73722222,73.03555556,GUJRAT,,
BLS-15A,BLS-15A,20.72722222,73.14277778,GUJRAT,,
BLS-16,BLS-16,20.75166667,73.11277778,GUJRAT,,
BLS-17,BLS-17,20.84166667,73.215,GUJRAT,,
BLS-18A,BLS-18A,20.79888889,73.12472222,GUJRAT,,
BLS-19,BLS-19,20.86583333,73.11111111,GUJRAT,,
BLS-20,BLS-20,20.68333333,73.14694444,GUJRAT,,
BLS-21,BLS-21,20.83555556,73.14,GUJRAT,,
BLS-22,BLS-22,20.64694444,73.07472222,GUJRAT,,
BLS-23,BLS-23,20.58444444,73.23277778,GUJRAT,,
BLS-24,BLS-24,20.38111111,73.02944444,GUJRAT,,
BLS-25,BLS-25,20.53194444,73.17694444,GUJRAT,,
BLS-26,BLS-26,20.3025,73.33333333,GUJRAT,,
BLS-27A,BLS-27A,20.595,73.34694444,GUJRAT,,
BLS-30,BLS-30,20.22055556,72.9975,GUJRAT,,
BLS-31,BLS-31,20.35805556,73.04555556,GUJRAT,,
BLS-32A,BLS-32A,20.41361111,73.12527778,GUJRAT,,
BLS-33,BLS-33,20.3875,73.06333333,GUJRAT,,
BLS-34A,BLS-34A,20.74666667,72.93083333,GUJRAT,,
BLS-35,BLS-35,20.76805556,72.96027778,GUJRAT,,
BLS-36,BLS-36,20.83444444,73.02222222,GUJRAT,,
BLS-37,BLS-37,20.79888889,72.89555556,GUJRAT,,
BLS-38,BLS-38,20.76833333,73.01166667,GUJRAT,,
BLS-39,BLS-39,20.85055556,73.03888889,GUJRAT,,
BLS-40,BLS-40,20.86138889,72.97666667,GUJRAT,,
BLS-41,BLS-41,20.7975,72.94222222,GUJRAT,,
BLS-42,BLS-42,20.95222222,73.04472222,GUJRAT,,
BLS-43A,BLS-43A,20.89944444,73.04138889,GUJRAT,,
BLS-44,BLS-44,20.98055556,72.97333333,GUJRAT,,
BLS-45,BLS-45,20.9025,72.92027778,GUJRAT,,
BLS-46A,BLS-46A,20.91777778,72.955,GUJRAT,,
BLS-47,BLS-47,20.92111111,72.83833333,GUJRAT,,
BLS-48,BLS-48,21.02222222,72.86027778,GUJRAT,,
BLS-49A,BLS-49A,21.03388889,72.74138889,GUJRAT,,
BLS-50A,BLS-50A,21.03833333,72.97222222,GUJRAT,,
BLS-51,BLS-51,20.45777778,73.03833333,GUJRAT,,
BLS-52,BLS-52,20.51027778,72.96805556,GUJRAT,,
BLS-53A,BLS-53A,20.43388889,72.91166667,GUJRAT,,
BLS-54,BLS-54,20.35277778,72.95805556,GUJRAT,,
BLS-55A,BLS-55A,20.4275,73.11138889,GUJRAT,,
BLS-56A,BLS-56A,20.44638889,73.09,GUJRAT,,
BLS-57,BLS-57,20.42888889,72.99222222,GUJRAT,,
BLS-58,BLS-58,20.46305556,72.94805556,GUJRAT,,
BLS-59A,BLS-59A,20.32777778,72.95166667,GUJRAT,,
BLS-61,BLS-61,20.30277778,72.97944444,GUJRAT,,
BLS-62,BLS-62,20.49,73.03361111,GUJRAT,,
BLS-63,BLS-63,20.48166667,72.90277778,GUJRAT,,
BLS-64,BLS-64,20.51166667,72.94416667,GUJRAT,,
BLS-65,BLS-65,20.40805556,72.92277778,GUJRAT,,
BLS-66A,BLS-66A,20.41972222,72.92611111,GUJRAT,,
BLS-68,BLS-68,20.26666667,72.87555556,GUJRAT,,
BLS-69,BLS-69,20.22527778,72.94111111,GUJRAT,,
BLS-70A,BLS-70A,20.3125,72.91833333,GUJRAT,,
BLS-71,BLS-71,20.29555556,72.95,GUJRAT,,
BLS-72,BLS-72,20.27305556,72.88805556,GUJRAT,,
BLS-73,BLS-73,20.16027778,72.75638889,GUJRAT,,
BLS-74,BLS-74,20.32055556,72.79638889,GUJRAT,,
BLS-75A,BLS-75A,20.30638889,72.84472222,GUJRAT,,
BLS-76,BLS-76,20.36305556,72.82666667,GUJRAT,,
BLS-77,BLS-77,20.37166667,72.86083333,GUJRAT,,
BLS-78,BLS-78,20.35361111,72.8475,GUJRAT,,
BLS-79,BLS-79,20.26805556,72.80944444,GUJRAT,,
BLS-80A,BLS-80A,20.21916667,72.84444444,GUJRAT,,
BR-05,BR-05,21.71527778,72.81694444,GUJRAT,,
BR-06,BR-06,21.57444444,73.51638889,GUJRAT,,
BR-08,BR-08,21.58027778,73.68277778,GUJRAT,,
BR-09,BR-09,21.67527778,73.66777778,GUJRAT,,
BR-12,BR-12,21.47,72.67555556,GUJRAT,,
BR-14,BR-14,22.16416667,72.7425,GUJRAT,,
BR-15,BR-15,21.99361111,72.66805556,GUJRAT,,
BR-16,BR-16,21.77111111,73.18777778,GUJRAT,,
BR-20,BR-20,21.68388889,73.07361111,GUJRAT,,
BR-23A,BR-23A,21.68777778,73.23833333,GUJRAT,,
BR-24,BR-24,21.79222222,73.17777778,GUJRAT,,
BR-27A,BR-27A,21.7025,73.35527778,GUJRAT,,
BR-28,BR-28,21.78777778,73.30222222,GUJRAT,,
BR-29,BR-29,21.69444444,73.15,GUJRAT,,
BR-30,BR-30,21.83777778,73.41722222,GUJRAT,,
BR-32,BR-32,21.94222222,73.70388889,GUJRAT,,
BR-33,BR-33,21.83388889,73.39444444,GUJRAT,,
BR-36,BR-36,21.83,73.46277778,GUJRAT,,
BR-37,BR-37,21.86527778,73.58527778,GUJRAT,,
BR-38,BR-38,21.88166667,73.38722222,GUJRAT,,
BR-40,BR-40,21.87611111,73.42138889,GUJRAT,,
BR-41,BR-41,21.87138889,73.50611111,GUJRAT,,
BR-44A,BR-44A,21.88444444,73.80305556,GUJRAT,,
BR-45,BR-45,21.89472222,73.55194444,GUJRAT,,
BR-48,BR-48,21.86611111,73.46,GUJRAT,,
BR-49,BR-49,21.53861111,73.79833333,GUJRAT,,
BR-53,BR-53,21.52916667,73.42111111,GUJRAT,,
BR-55A,BR-55A,21.52055556,73.25,GUJRAT,,
BR-56,BR-56,21.5,73.125,GUJRAT,,
BR-58,BR-58,21.63472222,73.35222222,GUJRAT,,
BR-60,BR-60,21.57722222,73.15916667,GUJRAT,,
BVN-001,BVN-001,21.13527778,71.36666667,GUJRAT,,
BVN-002,BVN-002,21.24111111,71.38333333,GUJRAT,,
BVN-004,BVN-004,21.35083333,71.43472222,GUJRAT,,
BVN-005,BVN-005,21.38444444,71.545,GUJRAT,,
BVN-007,BVN-007,22.25277778,71.57638889,GUJRAT,,
BVN-010A,BVN-010A,22.11666667,71.63944444,GUJRAT,,
BVN-013A,BVN-013A,22.05888889,71.53111111,GUJRAT,,
BVN-014,BVN-014,21.96333333,71.57083333,GUJRAT,,
BVN-015,BVN-015,21.96777778,71.53444444,GUJRAT,,
BVN-016,BVN-016,21.99472222,71.45583333,GUJRAT,,
BVN-018,BVN-018,21.84333333,71.52138889,GUJRAT,,
BVN-019,BVN-019,21.80611111,71.58222222,GUJRAT,,
BVN-020,BVN-020,21.90166667,71.72861111,GUJRAT,,
BVN-023A,BVN-023A,21.84972222,71.72361111,GUJRAT,,
BVN-024A,BVN-024A,21.85388889,71.75055556,GUJRAT,,
BVN-027A,BVN-027A,21.84722222,71.80138889,GUJRAT,,
BVN-032,BVN-032,21.48083333,71.62277778,GUJRAT,,
BVN-035,BVN-035,21.16416667,71.61611111,GUJRAT,,
BVN-036A,BVN-036A,21.12527778,71.675,GUJRAT,,
BVN-037,BVN-037,21.19777778,71.95833333,GUJRAT,,
BVN-038,BVN-038,21.21166667,72.10388889,GUJRAT,,
BVN-040,BVN-040,21.32722222,72.03916667,GUJRAT,,
BVN-042,BVN-042,21.35361111,72.08416667,GUJRAT,,
BVN-044,BVN-044,21.39416667,71.96388889,GUJRAT,,
BVN-045,BVN-045,21.37222222,72.09361111,GUJRAT,,
BVN-046A,BVN-046A,21.3825,72.10777778,GUJRAT,,
BVN-047,BVN-047,21.40722222,72.08777778,GUJRAT,,
BVN-049A,BVN-049A,21.37666667,72.05444444,GUJRAT,,
BVN-050,BVN-050,21.39277778,72.03472222,GUJRAT,,
BVN-053,BVN-053,21.42083333,72.02,GUJRAT,,
BVN-054A,BVN-054A,21.39138889,71.78861111,GUJRAT,,
BVN-056,BVN-056,21.46416667,71.90888889,GUJRAT,,
BVN-057,BVN-057,21.50527778,71.91305556,GUJRAT,,
BVN-061,BVN-061,21.48361111,71.92583333,GUJRAT,,
BVN-062,BVN-062,21.58361111,71.84833333,GUJRAT,,
BVN-064A,BVN-064A,21.63833333,71.71583333,GUJRAT,,
BVN-066,BVN-066,21.67027778,71.85666667,GUJRAT,,
BVN-072,BVN-072,21.74194444,71.70138889,GUJRAT,,
BVN-073A,BVN-073A,21.77027778,71.94527778,GUJRAT,,
BVN-075,BVN-075,21.90055556,71.87833333,GUJRAT,,
BVN-078,BVN-078,21.71444444,72.15611111,GUJRAT,,
BVN-080A,BVN-080A,21.74777778,72.14,GUJRAT,,
BVN-081,BVN-081,21.64916667,72.19388889,GUJRAT,,
BVN-082A,BVN-082A,21.64361111,72.14472222,GUJRAT,,
BVN-084,BVN-084,21.6825,72.26055556,GUJRAT,,
BVN-086A,BVN-086A,21.51138889,72.1225,GUJRAT,,
DG-01,DG-01,20.75833333,73.69222222,GUJRAT,,
DG-02,DG-02,20.67611111,73.63222222,GUJRAT,,
DG-03,DG-03,20.92111111,73.585,GUJRAT,,
DG-04A,DG-04A,20.77416667,73.79083333,GUJRAT,,
DG-05,DG-05,20.62166667,73.71416667,GUJRAT,,
DG-06,DG-06,20.92555556,73.78083333,GUJRAT,,
DG-07,DG-07,20.77027778,73.50277778,GUJRAT,,
DSS_01,DSS_01,22.61805556,73.10333333,GUJRAT,,
DSS_02,DSS_02,22.45972222,73.06305556,GUJRAT,,
DSS_03,DSS_03,22.42444444,72.98888889,GUJRAT,,
DSS_04,DSS_04,22.33361111,72.96833333,GUJRAT,,
DSS_05,DSS_05,22.38222222,72.77888889,GUJRAT,,
DSS_06,DSS_06,22.47916667,72.80055556,GUJRAT,,
DSS_07,DSS_07,22.5325,72.72472222,GUJRAT,,
DSS_08,DSS_08,22.48055556,72.65916667,GUJRAT,,
DSS_09,DSS_09,22.38027778,72.54777778,GUJRAT,,
DSS_10,DSS_10,22.88861111,73.35472222,GUJRAT,,
DSS_13,DSS_13,23.16333333,73.40055556,GUJRAT,,
DSS_14,DSS_14,23.16166667,73.44833333,GUJRAT,,
DSS_15,DSS_15,23.14472222,73.76277778,GUJRAT,,
DSS_16,DSS_16,23.185,73.88666667,GUJRAT,,
DSS_17,DSS_17,23.08388889,73.89166667,GUJRAT,,
DSS_18,DSS_18,23.12916667,73.71722222,GUJRAT,,
DSS_19,DSS_19,23.27916667,73.84,GUJRAT,,
DSS_20,DSS_20,23.32305556,73.78305556,GUJRAT,,
DSS_22,DSS_22,23.28027778,73.68638889,GUJRAT,,
DSS_23,DSS_23,23.03527778,73.605,GUJRAT,,
DSS_24,DSS_24,23.13,73.61722222,GUJRAT,,
DSS_25,DSS_25,23.17694444,73.60305556,GUJRAT,,
DSS_26,DSS_26,23.17166667,73.55361111,GUJRAT,,
DSS_27,DSS_27,23.02277778,73.485,GUJRAT,,
DSS_28,DSS_28,22.93583333,73.67888889,GUJRAT,,
DSS_29,DSS_29,22.94861111,73.76333333,GUJRAT,,
DSS_30,DSS_30,22.90972222,73.49638889,GUJRAT,,
DSS_32,DSS_32,22.98388889,73.83861111,GUJRAT,,
DSS_33,DSS_33,22.635,73.60277778,GUJRAT,,
DSS_34,DSS_34,22.56083333,73.64333333,GUJRAT,,
DSS_35,DSS_35,22.48861111,73.61472222,GUJRAT,,
DSS_36,DSS_36,22.42805556,73.62888889,GUJRAT,,
DSS_37,DSS_37,22.52527778,73.55138889,GUJRAT,,
DSS_38,DSS_38,22.40444444,73.55305556,GUJRAT,,
DSS_39,DSS_39,22.4075,73.51472222,GUJRAT,,
DSS_40,DSS_40,22.39027778,73.68666667,GUJRAT,,
DSS_41,DSS_41,22.77444444,73.65194444,GUJRAT,,
DSS_43,DSS_43,22.78333333,73.36861111,GUJRAT,,
DSS_44,DSS_44,22.74611111,73.49944444,GUJRAT,,
DSS_45,DSS_45,22.85833333,73.68333333,GUJRAT,,
DSS_46,DSS_46,23.05333333,73.97944444,GUJRAT,,
DSS_47,DSS_47,22.98916667,74.32111111,GUJRAT,,
DSS_48,DSS_48,23.05722222,74.28611111,GUJRAT,,
DSS_50,DSS_50,22.94194444,74.09361111,GUJRAT,,
DSS_51,DSS_51,23.0625,74.10583333,GUJRAT,,
DSS_52,DSS_52,23.1625,74.19,GUJRAT,,
DSS_53,DSS_53,22.96472222,73.9575,GUJRAT,,
DSS_54,DSS_54,22.89083333,73.92861111,GUJRAT,,
DSS_55,DSS_55,22.90583333,72.96694444,GUJRAT,,
DSS_56,DSS_56,22.8275,73.99916667,GUJRAT,,
DSS_57,DSS_57,22.79916667,73.86555556,GUJRAT,,
DSS_58,DSS_58,22.70138889,73.97,GUJRAT,,
DSS_59,DSS_59,22.68361111,73.86388889,GUJRAT,,
DSS_60,DSS_60,22.62583333,73.82527778,GUJRAT,,
DSS_61,DSS_61,22.65166667,73.90277778,GUJRAT,,
DSS_62,DSS_62,22.54027778,73.92055556,GUJRAT,,
DSS_63,DSS_63,22.58222222,73.99027778,GUJRAT,,
DSS_64,DSS_64,22.57361111,74.11083333,GUJRAT,,
DSS_65,DSS_65,22.59861111,74.04222222,GUJRAT,,
DSS_66,DSS_66,22.63527778,74.09583333,GUJRAT,,
DSS_67,DSS_67,22.69194444,74.075,GUJRAT,,
